step,assistant_loss_nats,assistant_target_tokens,lr_multiplier,optimizer_update_applied,elapsed_seconds
113,4.748785289600737,2424,1.0,True,14.76165833696723
114,4.272065910239591,2906,1.0,True,14.805219251895323
115,4.300213162110087,2741,1.0,True,14.84871762804687
116,3.944934283583094,2786,1.0,True,14.892267880029976
117,4.666845531931729,2567,1.0,True,14.935800263890997
118,5.056879434493745,2908,1.0,True,14.979230466997251
119,4.657854060020294,2741,1.0,True,15.022751876851544
120,4.224211410660582,2099,1.0,True,15.06614933302626
121,4.6186026237871,3285,1.0,True,15.109632777050138
122,4.395477033852994,2221,1.0,True,15.153107112040743
123,4.68218855773772,1985,1.0,True,15.196621233830228
124,4.084306077139229,2227,1.0,True,15.244886939879507
125,4.756735441667682,3078,1.0,True,15.296919307904318
126,4.239287106055617,2942,1.0,True,15.3467626220081
127,4.079409794323234,2137,1.0,True,15.400663250824437
128,4.035775777579593,2501,1.0,True,15.452519363025203
129,4.30177735050666,2168,1.0,True,15.502284209942445
130,4.420275138301469,2357,1.0,True,15.532747676828876
131,5.045203093056367,2140,1.0,True,15.576118365861475
132,4.414471847283511,2861,1.0,True,15.619629421038553
133,4.96512141190176,2032,1.0,True,15.663132956018671
134,4.577343144692665,2662,1.0,True,15.706651012878865
135,4.716540306974141,3379,1.0,True,15.750215132022277
136,4.18799863350265,2830,1.0,True,15.793846346903592
137,4.454302694029727,2360,1.0,True,15.837436693022028
138,4.851190030253108,2594,1.0,True,15.881068632006645
139,3.9886568705240886,2400,1.0,True,15.924653546884656
140,4.771285803446175,1693,1.0,True,15.968532379949465
141,4.062033523151811,2133,1.0,True,16.01252152584493
142,3.9651993636246567,1820,1.0,True,16.0560782358516
143,4.563249132669032,2396,1.0,True,16.099786815000698
144,4.743099978426543,3223,1.0,True,16.143873097840697
145,4.253603541450227,2647,1.0,True,16.187441761838272
146,4.169224666793466,2177,1.0,True,16.235908943926916
147,4.897453489888877,2770,1.0,True,16.28575353999622
148,4.240755743826403,3313,1.0,True,16.337783319875598
149,4.680223339917342,2654,1.0,True,16.391306251985952
150,4.472908020019531,2688,1.0,True,16.441110248910263
151,4.5257608060171295,3167,1.0,True,16.493168059038
152,4.6283092477780965,2725,1.0,True,16.524961846880615
153,4.6535979655958855,3220,1.0,True,16.56850974704139
154,4.522461413510751,2308,1.0,True,16.61239941394888
155,4.50509753762619,3046,1.0,True,16.656455148011446
156,4.834490108103887,1976,1.0,True,16.699799130903557
157,4.525028316566097,2346,1.0,True,16.743213045876473
158,4.4047052565692475,2501,1.0,True,16.7865420258604
159,4.271684608414541,1698,1.0,True,16.829946405021474
160,4.937071711560128,2108,1.0,True,16.873345874017105
161,3.9904805878062306,2592,1.0,True,16.91663157590665
162,4.267149021646389,2399,1.0,True,16.959914987906814
163,4.284345485799533,2786,1.0,True,17.003206678899005
164,4.394530819606655,2269,1.0,True,17.046559626003727
165,4.524463408970276,2355,1.0,True,17.089892444899306
166,4.6512130893128925,2546,1.0,True,17.133271528873593
167,4.555925811435675,3494,1.0,True,17.17675636592321
168,4.119150760481155,2746,1.0,True,17.22543340991251
169,4.2238323700811335,2519,1.0,True,17.276639295974746
170,4.507702388634217,1919,1.0,True,17.326379807898775
171,3.914967462744175,2854,1.0,True,17.37978894589469
172,4.490248741184233,2889,1.0,True,17.43173275794834
173,4.037649156256527,2394,1.0,True,17.481582032050937
174,4.617331294690148,2124,1.0,True,17.512557051843032
175,4.792930256236684,2816,1.0,True,17.55573966400698
176,4.533542919158935,2560,1.0,True,17.599212583852932
177,4.440333854992512,2838,1.0,True,17.642655465984717
178,4.327960940173073,2192,1.0,True,17.68612125585787
179,4.600393034630898,1844,1.0,True,17.729504982940853
180,4.129442116409812,2632,1.0,True,17.77289722999558
181,4.512680355635227,2628,1.0,True,17.816259389044717
182,4.701910518143338,1555,1.0,True,17.859620613977313
183,4.662541645864817,3474,1.0,True,17.902984575834125
184,4.202527615418889,2297,1.0,True,17.946364329895005
185,4.045992794880154,2013,1.0,True,17.989634010009468
186,3.869822254957485,3021,1.0,True,18.033151228912175
187,4.203731842612505,2670,1.0,True,18.07662792992778
188,3.9261221583028183,2253,1.0,True,18.11996952397749
189,4.362853633996212,1980,1.0,True,18.163333300035447
190,4.825009424412019,2676,1.0,True,18.21173873799853
191,4.234403036670037,2534,1.0,True,18.26157416496426
192,4.03304906890974,2328,1.0,True,18.31361459288746
193,4.422519741263441,2790,1.0,True,18.36707516084425
194,4.334448486147414,2702,1.0,True,18.416915515903383
195,3.662759206916683,2489,1.0,True,18.46894143987447
196,3.9438488842092476,2187,1.0,True,18.49976583197713
197,4.782119092114062,2617,1.0,True,18.543102259049192
198,4.223522856035306,2358,1.0,True,18.58659978490323
199,4.556936871200512,2488,1.0,True,18.630001110956073
200,4.739530271010253,2414,1.0,True,18.673261425923556
201,4.461555740876284,1996,1.0,True,18.716639577876776
202,4.589718896231855,2127,1.0,True,18.759993793908507
203,3.894758140569654,2682,1.0,True,18.803292128024623
204,4.26574041425911,2861,1.0,True,18.846746381837875
205,3.9284996460168187,2356,1.0,True,18.890132291940972
206,4.284576718836136,2721,1.0,True,18.933586726896465
207,3.8234167820903884,2008,1.0,True,18.97692556702532
208,4.304328787043996,3077,1.0,True,19.020383956842124
209,3.897057752684177,1782,1.0,True,19.063803202006966
210,4.4905211279369714,2011,1.0,True,19.10720113501884
211,4.334842533610313,2830,1.0,True,19.150577684864402
212,4.3721500029199545,2408,1.0,True,19.199448759900406
213,3.5385456180756263,2595,1.0,True,19.249278340954334
214,3.9593730978683173,2413,1.0,True,19.301326078828424
215,4.262635322621929,2686,1.0,True,19.35488766198978
216,4.396158000642901,2479,1.0,True,19.40472096693702
217,4.346170250044498,2458,1.0,True,19.456714815925807
218,3.6565361804940832,2683,1.0,True,19.487205494893715
219,3.822340996196456,2282,1.0,True,19.530601548962295
220,4.272327291104896,2341,1.0,True,19.57398727000691
221,3.711722565593787,2553,1.0,True,19.61729040904902
222,4.270701384591584,2525,1.0,True,19.660752904834226
223,4.416180650894411,2299,1.0,True,19.704086598940194
224,3.9142573595199535,3126,1.0,True,19.747480747988448
225,4.7380200146189635,2485,1.0,True,19.79086977499537
226,4.27251739561862,2547,1.0,True,19.834289179882035
227,4.1500738367461,2628,1.0,True,19.87763463985175
228,4.655330095633093,2510,1.0,True,19.92096827691421
229,4.231535036665122,1719,1.0,True,19.964370258850977
230,4.213037892030585,3057,1.0,True,20.007839223835617
231,3.987697204613978,2529,1.0,True,20.051275599980727
232,4.690484235828049,2070,1.0,True,20.09471845603548
233,3.623242020708796,2342,1.0,True,20.138128189835697
234,3.305068393821649,2835,1.0,True,20.18664735998027
235,3.9095152687997246,2451,1.0,True,20.23646563082002
236,4.3558750639480435,2703,1.0,True,20.2884715879336
237,3.959638197497906,2985,1.0,True,20.335696294903755
238,3.680633694079148,2046,1.0,True,20.38773142383434
239,4.5376408662489425,2955,1.0,True,20.44122002995573
240,4.75666602227205,3526,1.0,True,20.475786295020953
241,3.777729084398028,1832,1.0,True,20.51915197703056
242,3.9412958737255703,2213,1.0,True,20.562496502883732
243,4.025711542208409,2055,1.0,True,20.60584045597352
244,4.445262484515531,3002,1.0,True,20.649259947007522
245,4.20633104238093,2698,1.0,True,20.692642794921994
246,4.2342304505390445,2145,1.0,True,20.735980558907613
247,3.999607505196087,2977,1.0,True,20.77961135096848
248,3.842305038914536,2112,1.0,True,20.82315677497536
249,4.165991157358723,2734,1.0,True,20.866656312020496
250,4.514890739904367,1959,1.0,True,20.91006893082522
251,3.8295224035340785,2773,1.0,True,21.283059800975025
252,4.568216249924298,2580,1.0,True,21.326588582945988
253,4.852834993806742,2258,1.0,True,21.370057101827115
254,4.335076125510015,2359,1.0,True,21.413345157867298
255,4.565385482355736,2894,1.0,True,21.456663656048477
256,4.574860910347758,2978,1.0,True,21.50003221188672
257,3.8685208775847686,3222,1.0,True,21.54344263393432
258,4.040567210291338,2001,1.0,True,21.586769295856357
259,4.0405707878547235,2002,1.0,True,21.630399752873927
260,4.578489278425956,1895,1.0,True,21.674247352872044
261,4.189360161369221,2747,1.0,True,21.71757745090872
262,4.451812420775559,3020,1.0,True,21.76111203082837
263,4.534195038542927,2481,1.0,True,21.804459943901747
264,4.27182046748263,1988,1.0,True,21.848104767035693
265,3.9957916455589326,2961,1.0,True,21.891482790000737
266,4.1280042669746315,2136,1.0,True,21.934954948024824
267,4.498071830046015,2798,1.0,True,21.983424033038318
268,4.234373217451208,3561,1.0,True,22.03320202487521
269,4.1379854312728,2193,1.0,True,22.085196909029037
270,4.4612772065090995,2768,1.0,True,22.13873077603057
271,4.242982045039978,2861,1.0,True,22.189018118893728
272,4.157533701485987,2083,1.0,True,22.240897446870804
273,4.751945833189297,2712,1.0,True,22.271324394037947
274,4.896564027583799,2685,1.0,True,22.314630958950147
275,4.579437741076099,2390,1.0,True,22.357998289866373
276,4.143471535891485,2343,1.0,True,22.401302044978365
277,3.655223081922482,2909,1.0,True,22.444779915036634
278,3.6467286213135823,2310,1.0,True,22.48815754498355
279,4.73486059401116,2453,1.0,True,22.531602625036612
280,3.6087880473107887,1972,1.0,True,22.5749295798596
281,3.613172161768353,2205,1.0,True,22.618318734923378
282,4.501900822352858,2642,1.0,True,22.661549360025674
283,4.364635724477817,1930,1.0,True,22.704748671967536
284,3.8275547182065863,2099,1.0,True,22.74817072204314
285,3.9622248169110197,2221,1.0,True,22.7917608988937
286,3.7860834368429614,2497,1.0,True,22.83524715504609
287,4.239769459536141,2492,1.0,True,22.878695057937875
288,3.7163271932206916,2028,1.0,True,22.922056674025953
289,3.756735764125367,2386,1.0,True,22.97057219990529
290,4.094075288420612,2276,1.0,True,23.020390038844198
291,3.7957959661871286,2018,1.0,True,23.07238053996116
292,3.8727943431451246,2764,1.0,True,23.11964784283191
293,5.212157741611531,2116,1.0,True,23.171837850939482
294,4.12722762230201,2276,1.0,True,23.228173540905118
295,4.060775984785254,2209,1.0,True,23.258548859972507
296,3.9771722100801776,3235,1.0,True,23.30197833199054
297,4.047767093638682,1930,1.0,True,23.345349634997547
298,3.7366594412142677,1994,1.0,True,23.388659471878782
299,3.6659270425380868,2322,1.0,True,23.432026631897315
300,4.689951429618769,3069,1.0,True,23.475411992985755
301,4.006189883141821,2313,1.0,True,23.518801962956786
302,5.59689309750968,2292,1.0,True,23.562102264957502
303,4.7038681202828405,2476,1.0,True,23.605536760995165
304,3.8148580495251654,2491,1.0,True,23.648958489997312
305,4.316379557813126,2497,1.0,True,23.69238903489895
306,3.6383808432651707,2546,1.0,True,23.735771673033014
307,4.362002567682016,2177,1.0,True,23.779063494876027
308,4.141229662010808,3111,1.0,True,23.822506992844865
309,4.304821186352254,2995,1.0,True,23.865935971960425
310,4.07909414556962,2370,1.0,True,23.909372668946162
311,4.497719268281191,2653,1.0,True,23.957773227011785
312,4.511792077905562,3133,1.0,True,24.00761703797616
313,4.458512091315526,2747,1.0,True,24.059643514920026
314,4.134993155797322,3072,1.0,True,24.10678514186293
315,3.9027317049617305,3054,1.0,True,24.156714009819552
316,4.437687223708702,2149,1.0,True,24.20607503084466
317,4.123083787729309,2930,1.0,True,24.24697582004592
318,4.321855614282814,2617,1.0,True,24.29062494286336
319,3.431986939218631,2632,1.0,True,24.334135688841343
320,3.9433445678049446,2399,1.0,True,24.37759162602015
321,4.240307804627519,2605,1.0,True,24.421125140041113
322,4.595772518540876,2899,1.0,True,24.464659455930814
323,4.2747371789180875,2640,1.0,True,24.50821693893522
324,4.317642300384307,3277,1.0,True,24.551702152006328
325,3.5141876835151007,1490,1.0,True,24.595210268860683
326,4.56057549410839,2363,1.0,True,24.638818214880303
327,4.217973267904804,3091,1.0,True,24.68237376702018
328,4.166141762689432,2491,1.0,True,24.725983747979626
329,3.601127902332808,2856,1.0,True,24.769511851947755
330,4.665110140540923,3531,1.0,True,24.81294077099301
331,4.541391567032807,3111,1.0,True,24.856468540849164
332,4.189982938405722,2247,1.0,True,24.89998542587273
333,4.158122377467653,2251,1.0,True,24.951034487923607
334,4.79797119140625,2600,1.0,True,25.00456302589737
335,3.735260154821755,2735,1.0,True,25.05436455900781
336,4.044231193296371,2480,1.0,True,25.106411882909015
337,4.0224507578751965,2866,1.0,True,25.16004214202985
338,3.8073392073544086,2756,1.0,True,25.20976585103199
339,4.485281757798433,2777,1.0,True,25.2361049100291
340,4.495707935905724,2852,1.0,True,25.27930412092246
341,4.814005463088768,1725,1.0,True,25.322765341959894
342,3.3486337830626582,2767,1.0,True,25.366440512938425
343,4.17732021500358,1833,1.0,True,25.409815390827134
344,3.7239823382573154,2546,1.0,True,25.453244084026664
345,4.083821885061799,2407,1.0,True,25.496621242025867
346,3.831615377660357,2549,1.0,True,25.540058017941192
347,4.600497166556298,2973,1.0,True,25.583446230040863
348,4.077917683998158,2579,1.0,True,25.626883962890133
349,3.624306120994118,2274,1.0,True,25.670306009007618
350,3.9059609682276304,2034,1.0,True,25.71380296489224
351,3.875057660552487,2297,1.0,True,25.757241010898724
352,3.5695797594035574,3064,1.0,True,25.80108732986264
353,4.297086757392784,2699,1.0,True,25.844992154976353
354,4.515700334232535,2369,1.0,True,25.888464310904965
355,4.64606552734375,2500,1.0,True,25.936761850956827
356,3.937987408626638,2518,1.0,True,25.986560991965234
357,4.481971649484536,2425,1.0,True,26.038652424002066
358,4.208487295200368,3191,1.0,True,26.092122722882777
359,4.152453295998632,2193,1.0,True,26.141998796956614
360,3.7969323442036695,2497,1.0,True,26.19401382189244
361,3.920522944718462,2604,1.0,True,26.225378339877352
362,3.917462667725211,2839,1.0,True,26.26871778490022
363,4.3711269632735,2117,1.0,True,26.31206129002385
364,4.1746799399571275,2143,1.0,True,26.355533768888563
365,4.6710568904029754,2815,1.0,True,26.399006232852116
366,3.8237355442233243,2357,1.0,True,26.44250490097329
367,4.229526560340015,2351,1.0,True,26.48599675996229
368,3.691034731657609,2507,1.0,True,26.529506989987567
369,4.509770727617564,2799,1.0,True,26.573024393990636
370,3.809841768595454,2659,1.0,True,26.616528320824727
371,4.405239299192267,1888,1.0,True,26.65999461291358
372,3.7908434233207293,2810,1.0,True,26.70346838189289
373,4.10613513560022,2270,1.0,True,26.7469940779265
374,3.9590977290414924,2871,1.0,True,26.790482804877684
375,4.4460971848967095,2971,1.0,True,26.834039787994698
376,3.815951023923868,2297,1.0,True,26.87771569704637
377,4.185460258152174,2300,1.0,True,26.92614983092062
378,4.146719682999649,2847,1.0,True,26.97605318785645
379,3.981358813169415,2941,1.0,True,27.028077797964215
380,4.505795475226961,2919,1.0,True,27.081573898904026
381,4.7525498236968,3031,1.0,True,27.131447481922805
382,4.681748050547668,2659,1.0,True,27.18392017087899
383,3.98002206838013,2729,1.0,True,27.214264892041683
384,4.0381506048534135,2571,1.0,True,27.257698897039518
385,4.231237262228261,2300,1.0,True,27.301139463903382
386,4.478739511141744,2471,1.0,True,27.344579719007015
387,3.932024505946547,2487,1.0,True,27.387957385042682
388,3.9539170926089793,2684,1.0,True,27.431389022851363
389,4.208605938222265,2596,1.0,True,27.47482638596557
390,4.329601269050185,2233,1.0,True,27.51822743890807
391,3.8038591954277807,2643,1.0,True,27.561547548044473
392,3.268457079828294,1759,1.0,True,27.605005831923336
393,3.9548124042664323,2438,1.0,True,27.64841068885289
394,4.614585816808414,2302,1.0,True,27.691852974006906
395,4.293534943658812,2159,1.0,True,27.735306184971705
396,3.756750846457425,2522,1.0,True,27.77875571884215
397,4.32352381543027,3354,1.0,True,27.822225383017212
398,3.502295723444299,2528,1.0,True,27.86566137103364
399,3.591236733490566,2915,1.0,True,27.913999411975965
400,3.722422429104389,2626,1.0,True,27.965942583046854
401,3.7489036980916284,2828,1.0,True,28.015694980043918
402,3.5700445842047404,2331,1.0,True,28.06497804191895
403,3.7897363424126738,2734,1.0,True,28.114889396820217
404,3.439771160192382,1946,1.0,True,28.168489828007296
405,3.7834143709460126,2221,1.0,True,28.202799231978133
406,3.4378038903294414,2564,1.0,True,28.246197134954855
407,3.7746373699390277,2209,1.0,True,28.289605956990272
408,4.354557954743023,2786,1.0,True,28.33301657391712
409,3.8638089182283326,2498,1.0,True,28.376316003967077
410,3.6055764345711463,2342,1.0,True,28.41976158088073
411,4.184953288649818,2745,1.0,True,28.46312417089939
412,3.6973600034360534,2052,1.0,True,28.50637702504173
413,4.315060988101719,2698,1.0,True,28.549692288972437
414,4.436979460198518,2717,1.0,True,28.59300513402559
415,4.104111276996074,2674,1.0,True,28.63639931892976
416,4.283418829944884,2404,1.0,True,28.679757543839514
417,3.877666193270715,2996,1.0,True,28.723217455903068
418,3.399815447244746,2058,1.0,True,28.766548544866964
419,4.5291223296116,2738,1.0,True,28.809943758882582
420,3.965689326939958,1780,1.0,True,28.85336395399645
421,3.9012636662814817,2968,1.0,True,28.902343899942935
422,3.834944801245099,2678,1.0,True,28.95161089883186
423,4.474586544702556,2636,1.0,True,29.003640135983005
424,3.4107043324139776,1929,1.0,True,29.057145102880895
425,4.136584824345812,2152,1.0,True,29.107035226887092
426,4.031981667638278,2104,1.0,True,29.159073770977557
427,3.972803940007716,3240,1.0,True,29.189808313036337
428,3.569474001865356,1847,1.0,True,29.233264092821628
429,4.629373644258266,3191,1.0,True,29.2766776739154
430,3.654543736937699,2198,1.0,True,29.3200855050236
431,4.568199469478845,2594,1.0,True,29.363421390997246
432,4.805264482206039,2579,1.0,True,29.406740717822686
433,3.874205413683921,2270,1.0,True,29.450184451881796
434,3.3606358345184386,2549,1.0,True,29.49353187181987
435,3.7420531991924704,2081,1.0,True,29.53700218698941
436,3.8612866452660892,2525,1.0,True,29.58045335090719
437,3.877101779919219,2677,1.0,True,29.62394172581844
438,4.654188499556354,2888,1.0,True,29.667304531903937
439,3.8646775083549483,2506,1.0,True,29.710638165008277
440,4.187337204909192,2347,1.0,True,29.75394425704144
441,3.3738759582788407,2724,1.0,True,29.797283676918596
442,3.7910513696621306,2131,1.0,True,29.840778128942475
443,3.643540482446466,2621,1.0,True,29.889188973931596
444,3.9452290898176505,2245,1.0,True,29.939063604921103
445,4.959340567207748,2315,1.0,True,29.991073662880808
446,3.556993103027344,2720,1.0,True,30.044567106990144
447,4.311504873811924,2387,1.0,True,30.094401865964755
448,4.157579019036092,3266,1.0,True,30.146469689905643
449,3.7941499153931493,2507,1.0,True,30.17695078602992
450,4.2413084683659665,2726,1.0,True,30.22022367687896
451,3.9306869323583866,2498,1.0,True,30.263667010935023
452,4.257939840842122,2015,1.0,True,30.307043227832764
453,3.7174729607028607,2364,1.0,True,30.350365494843572
454,4.110969855217187,3059,1.0,True,30.39368600794114
455,3.9225964088320677,2239,1.0,True,30.43704098602757
456,3.8978069300669365,3212,1.0,True,30.480475913966075
457,4.230907430260055,2306,1.0,True,30.523910054005682
458,4.7516686250846885,2583,1.0,True,30.56742512085475
459,4.116538704712986,2391,1.0,True,30.61088752001524
460,3.8676480001720637,1907,1.0,True,30.654332916950807
461,4.069709983887233,2851,1.0,True,30.697744991863146
462,3.755571766447913,2644,1.0,True,30.741233594017103
463,3.7607603411114487,2878,1.0,True,30.78489515488036
464,3.611629622462334,2937,1.0,True,30.82896809396334
465,3.782891791901322,2042,1.0,True,30.877599281957373
466,3.8365317443594398,2410,1.0,True,30.927274737041444
467,4.3371698234967075,2164,1.0,True,30.97929682699032
468,4.214141506199784,1618,1.0,True,31.032724102959037
469,3.939123428389213,3430,1.0,True,31.082595120882615
470,4.109535824712999,3027,1.0,True,31.13245747401379
471,3.9155419634026916,3223,1.0,True,31.164909863844514
472,4.212395218545581,2981,1.0,True,31.209025335032493
473,4.0445156376976215,2115,1.0,True,31.252473818836734
474,3.506356669286456,2167,1.0,True,31.295788355870172
475,4.164443618372867,2432,1.0,True,31.339131547836587
476,4.083773719555062,2756,1.0,True,31.382614813977852
477,3.6796192925640825,2587,1.0,True,31.426001189975068
478,3.6661599138657825,2780,1.0,True,31.469451982993633
479,3.241439995209486,2169,1.0,True,31.512888439930975
480,4.230519515749008,2520,1.0,True,31.556317711016163
481,3.6668973997666097,2698,1.0,True,31.599649776006117
482,4.432627199151227,2719,1.0,True,31.643131950870156
483,4.617123140908642,2534,1.0,True,31.686457237927243
484,3.568633748245748,2249,1.0,True,31.729969875887036
485,3.8693293174519647,2316,1.0,True,31.77346325200051
486,3.977577424183572,3198,1.0,True,31.817023128038272
487,3.802614241003628,2963,1.0,True,31.865770707838237
488,3.710961923773742,2514,1.0,True,31.91772039490752
489,4.054815203342128,1907,1.0,True,31.967516232049093
490,3.331923069417185,2452,1.0,True,32.02093789889477
491,3.987485062315529,2414,1.0,True,32.07074022293091
492,3.7925158315713543,2047,1.0,True,32.122732660965994
493,4.09382639182778,2806,1.0,True,32.15503738401458
494,3.770952087211011,2233,1.0,True,32.19852929189801
495,4.077846100090886,2957,1.0,True,32.24199319584295
496,3.912851365656495,2679,1.0,True,32.28541005495936
497,3.6477122896958547,2319,1.0,True,32.32892535883002
498,3.9571215562803315,2228,1.0,True,32.37243103701621
499,4.01372944859415,2733,1.0,True,32.415876446990296
500,3.730664674607609,2433,1.0,True,32.45930407801643
501,4.095712450972033,2199,0.999099099099099,True,32.81783858104609
502,4.208031488340308,2315,0.9972972972972972,True,32.87131652282551
503,4.244643371902197,2097,0.9954954954954955,True,32.92107312986627
504,4.691495409682574,2474,0.9936936936936938,True,32.96058901282959
505,4.518965602707377,3487,0.991891891891892,True,33.00408993894234
506,4.233140743222824,2792,0.99009009009009,True,33.047472483012825
507,4.817732641707251,2772,0.9882882882882883,True,33.090821995865554
508,4.430470650404112,3186,0.9864864864864865,True,33.134210055926815
